lat,oddlat,lon,oddlong,oblig_proportion,Oblig&fac_proportion,Oblig&Fac&Linked_proportion,Direct&Indirect_proportion,Direct&Indirect_proportion_alternate_1,Oblig_Count,Oblig&Fac_Count,Oblig&Fac&Linked_Count,Direct&Indirect_Count,Direct&Indirect_Count_alternate_1,cor_diversity,Coral Diversity Original,fish_sp_div,LogFishDiv,fish_gen_div,reef_fraction,fraction_30m,isolation,mean_Present.Surface.Phytoplankton.Mean,mean_Present.Surface.Primary.productivity.Mean,mean_Present.Surface.Salinity.Mean,mean_Present.Surface.Temperature.Mean,mean_Present.Surface.Temperature.Range,mean_bo_ph.asc,min_Present.Surface.Phytoplankton.Mean,min_Present.Surface.Primary.productivity.Mean,min_Present.Surface.Salinity.Mean,min_Present.Surface.Temperature.Mean,min_Present.Surface.Temperature.Range,min_bo_ph.asc,max_Present.Surface.Phytoplankton.Mean,max_Present.Surface.Primary.productivity.Mean,max_Present.Surface.Salinity.Mean,max_Present.Surface.Temperature.Mean,max_Present.Surface.Temperature.Range,max_bo_ph.asc,fish_mean_troph,fish_var_troph,fish_mean_size,fish_var_size,fish_mean_vuln,fish_min_depth,fish_max_depth,Province,Region,Fish?,Coral?,Realm,Prin1,Prin2,Prin3,Prin4,Prin5,Fish Richness Predicted With Corals,Fish Richness Predicted Without Corals,PredictedSpeciesLost,Predicted%SpeciesLost,ExpectedSpeciesremainingAfterLoss,PC1-Coral Association,Residual PC1-Coral Association,FishRichnessUnrelatedToCorals,Pred Formula FishRichnessUnrelatedToCorals,Pred Formula Direct&Indirect_Count,UnrelatedToCoralsNoCoral,CoralDependentNoCoral,phylo_div,func_div,fe_n
29.5,1,47.5,1,0.010126582,0.055696203,0.187341772,0.261609544,0.208619058,4,22,74,103.3357697,82.40452797,42,42,394,5.976350909,266,0.02,0.030069444,0.033,1.855687778,0.012853222,28.05317656,24.66024722,19.23811044,8.13599968,1.693926,0.010667,27.34511,24.584682,19.150001,8.13599968,1.693926,0.010667,27.34511,24.584682,19.150001,8.13599968,3.522335025,0.568735912,56.06442748,111.4221381,32.33101523,21.23350254,342.0583756,north western Indian,western Indian,1,1,Indo-Pacific,2.608216957,8.548253269,-1.436695329,-9.301233665,3.615049227,1526.294204,1070.636727,455.6574769,0.298538431,276.3758582,1.018397925,2.970301388,290.6642303,1584.386449,252.3244341,1188.740087,111.1215458,18688.0001893419,0.001490897732225,128
29.5,1,48.5,0,0.009756098,0.051219512,0.180487805,0.246933976,0.197772211,4,21,74,101.2429302,81.08660664,42,42,409,6.013715156,277,0.05,0.803055556,0.068,2.255736975,0.018053608,30.0406491,24.96433281,19.09986334,8.135998848,1.358403,0.006163,26.515721,24.395561,18.089976,8.135939598,1.358403,0.006163,26.515721,24.395561,18.089976,8.135939598,3.519804401,0.568981384,54.78068627,108.1395875,32.06217604,20.99511002,327.5061125,north western Indian,western Indian,1,1,Indo-Pacific,2.039525894,7.83980883,-1.526960281,-9.386870355,3.122744883,1506.886918,1057.023262,449.8636561,0.298538431,286.8977818,0.731629954,2.567836793,307.7570698,1591.891859,249.2603552,1196.245497,108.0574669,19298.7156025823,0.001569669812025,129
29.5,1,50.5,0,0.009433962,0.049528302,0.172169811,0.238124662,0.189441041,4,21,73,100.9648567,80.32300138,42,42,423,6.047372179,284,0.03,0.332430556,0.092,1.131279413,0.004355075,38.46733451,25.88670575,18.06149181,8.136359137,1.104672,0.004008,36.932707,25.364136,17.404932,8.13599968,1.104672,0.004008,36.932707,25.364136,17.404932,8.13599968,3.517772512,0.566306538,54.80241706,106.6850398,32.07130024,20.96217494,321.3782506,north western Indian,western Indian,1,1,Indo-Pacific,-3.422060967,7.470978721,-4.586478683,-1.874744728,4.232141215,740.3290703,519.3123913,221.016679,0.298538431,296.7182437,0.544927155,2.298427098,322.0351433,582.6843248,105.2668938,187.0379628,-35.93599451,19582.3143538225,0.00154809286639,134
29.5,1,129.5,1,0.008264463,0.031404959,0.165289256,0.198432155,0.164721288,10,38,200,240.102908,199.3127583,70,70,1209,7.097548851,595,0.12,0.003541667,0.724,1.262320701,0.007469882,34.41864514,25.06260007,8.975687375,8.241656236,1.196071,0.006569,34.317809,24.904539,8.780001,8.235870361,1.196071,0.006569,34.317809,24.904539,8.780001,8.235870361,3.520568562,0.555177827,43.8423211,65.22102302,30.84070306,45.382134,322.3556658,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-1.091190858,4.245109235,0.011947682,-1.449884606,-0.026850995,940.480822,520.822512,419.65831,0.446216765,669.5239311,-0.314473139,-0.925937463,968.897092,983.4985882,275.3818813,324.0879849,40.04373413,41092.878994425,0.002073816428964,231
28.5,0,-178.5,1,0.022222222,0.111111111,0.311111111,0.427229654,0.316733024,1,5,14,19.22533445,14.25298606,12,12,44,3.784189634,39,0.04,0.007777778,1,0.652354438,0.00061875,35.17745833,23.81641552,9.453976021,8.258673252,0.63201,0.000524,35.092407,23.444109,9.064529,8.253110886,0.63201,0.000524,35.092407,23.444109,9.064529,8.253110886,3.459090909,0.628605304,70.81818182,142.4171087,31.56863636,15.97727273,199.4090909,Hawaiian,central Pacific,1,1,Indo-Pacific,-4.303164491,3.813618183,-0.431724501,-2.204767983,-0.957078109,380.567898,343.9008591,36.66703889,0.096348218,39.7606784,5.469358003,3.796917144,24.77466555,93.48627618,17.35884201,-19.55554153,-22.98484036,3427.8835480001,8.59824342022894E-05,27
28.5,0,-177.5,0,0.011428571,0.114285714,0.274285714,0.33195137,0.272768564,2,20,48,58.09148979,47.73449864,12,12,174,5.159055299,115,0.04,0.009583333,1,0.659256549,0.000634479,35.1942072,23.75634201,9.732570361,8.252686329,0.635756,0.00054,35.111065,23.421833,9.11298,8.247136116,0.635756,0.00054,35.111065,23.421833,9.11298,8.247136116,3.459302326,0.643550816,59.7550289,105.3153555,33.68678161,21.02298851,475.7126437,Hawaiian,central Pacific,1,1,Indo-Pacific,-4.288781315,3.885425129,-0.561615231,-2.24253324,-0.955263329,376.7136487,340.4179598,36.29568883,0.096348218,157.23541,3.660920626,1.98640951,115.9085102,83.51018942,14.88097469,-29.53162829,-25.46270768,8591.51366946127,0.000517324376151,89
28.5,0,32.5,0,0.009345794,0.060747664,0.182242991,0.26569395,0.209493885,4,26,78,113.7170105,89.6633829,61,61,427,6.056784013,277,0.09,0.041666667,0.126,1.043217,0.003406722,40.56308711,22.94491489,10.44013878,8.248537064,1.028262,0.003235,40.34453,22.790287,9.930992,8.245471001,1.028262,0.003235,40.34453,22.790287,9.930992,8.245471001,3.525411765,0.612891993,65.50599057,126.5490631,33.95409836,29.38641686,405.5503513,north western Indian,western Indian,1,1,Indo-Pacific,-5.504548102,6.640412637,-1.980994141,2.047390949,-0.72678326,799.8351472,477.9026695,321.9324777,0.402498538,255.1331241,1.058503146,2.703716531,313.2829895,681.260998,139.032768,106.631758,-66.04761735,19541.1342331539,0.001595479399228,142
28.5,0,33.5,1,0.008,0.058,0.192,0.264371712,0.21011344,4,29,96,132.1858559,105.0567201,61,61,499,6.212606096,308,0.33,0.091388889,0.105,1.070793848,0.003642174,40.00379863,23.60834959,9.314291543,8.23867175,1.039597,0.003396,39.266778,22.911457,7.985748,8.227874756,1.039597,0.003396,39.266778,22.911457,7.985748,8.227874756,3.535211268,0.597772193,64.0822379,120.0633072,33.92260521,26.14629259,361.4529058,north western Indian,western Indian,1,1,Indo-Pacific,-4.630362682,5.580660154,-1.651391951,1.889989885,-1.371818324,953.5948153,569.7742959,383.8205194,0.402498538,298.1532293,0.921349185,2.678789178,366.8141441,879.4009358,169.8492226,304.7716958,-35.23116275,21662.0480405775,0.001628365130638,159
28.5,0,34.5,0,0.009584665,0.055910543,0.21884984,0.2895197,0.236418181,6,35,137,181.2393323,147.9977815,61,61,625,6.43775165,354,0.34,0.0375,0.098,1.0449196,0.00387192,38.84173322,24.9558003,7.77429176,8.219877501,1.016048,0.003444,38.78236,24.454132,7.49,8.213065147,1.016048,0.003444,38.78236,24.454132,7.49,8.213065147,3.513687601,0.583969502,59.14323672,113.4422735,32.947232,22.3904,301.8736,north western Indian,western Indian,1,1,Indo-Pacific,-3.644673641,4.088630863,-1.613429744,1.892835543,-0.684794392,1144.792971,684.0154734,460.7774976,0.402498538,373.4384135,1.367359132,3.195039973,443.7606677,1046.232808,210.5439233,471.6035675,5.463537947,24728.9596136693,0.001934237302168,172
28.5,0,35.5,1,0.009375,0.05625,0.21875,0.282152726,0.233301845,6,36,140,180.5777444,149.3131809,61,61,639,6.459904454,360,0.04,0.014861111,0.06,1.022471667,0.003407,38.78137533,25.95117,8.573169667,8.210668564,1.01385,0.003326,38.778514,25.872496,8.507044,8.210308075,1.01385,0.003326,38.778514,25.872496,8.507044,8.210308075,3.494928685,0.579939026,52.88940157,105.9565867,31.2571831,22.62441315,294.0985915,north western Indian,western Indian,1,1,Indo-Pacific,-3.352700147,3.635135446,-1.932947889,1.89627308,0.763637854,1230.921469,735.4773769,495.4440922,0.402498538,381.803434,1.309596554,3.298141334,458.4222556,1081.167862,227.6569846,506.5386224,22.57659921,25203.7656451631,0.001840971654313,174
28.5,0,48.5,0,0.009107468,0.054644809,0.194899818,0.258114124,0.208282159,5,30,107,141.7046541,114.3469055,42,42,548,6.306275287,337,0.08,0.510694444,0.053,1.251145143,0.005065595,35.54091642,25.58642623,17.94379336,8.135262423,1.177948,0.004382,32.010726,25.164135,17.179998,8.135000229,1.177948,0.004382,32.010726,25.164135,17.179998,8.135000229,3.51809872,0.574934735,57.10992661,112.3894896,32.57724453,21.46715328,303.879562,north western Indian,western Indian,1,1,Indo-Pacific,-1.47185902,6.906215496,-3.298367262,-5.126730176,3.700126078,1067.519203,748.8236955,318.695508,0.298538431,384.4009399,0.926142312,2.847603333,406.2953459,1082.395043,173.8761059,686.7486808,32.67321763,23159.5018818868,0.001775317650813,159
28.5,0,50.5,0,0.009025271,0.054151625,0.184115523,0.243825578,0.196509608,5,30,102,135.0793702,108.8663227,42,42,553,6.315358002,344,0.03,0.118333333,0.086,1.174134775,0.004771176,38.87846788,26.50072879,16.79103893,8.135949386,1.12252,0.004257,38.75869,26.257874,16.17,8.135000229,1.12252,0.004257,38.75869,26.257874,16.17,8.135000229,3.527949183,0.566021526,56.98441016,111.8430804,32.56549729,21.60216998,303.5786618,north western Indian,western Indian,1,1,Indo-Pacific,-3.411547975,6.7726753,-4.727208633,-0.216643614,4.386603271,740.4013206,519.3630721,221.0382485,0.298538431,387.9082477,0.741262623,2.538230412,417.9206298,518.7265496,106.9201142,123.0801876,-34.28277412,23325.3779130617,0.001824271467577,161
28.5,0,129.5,1,0.008123477,0.03168156,0.173030057,0.208385652,0.173274903,10,39,213,256.5227376,213.3014052,69,69,1230,7.114769448,597,0.27,0.018055556,0.795,1.220891028,0.006744035,34.5165169,24.63061135,9.317112727,8.24685907,1.183003,0.005878,34.4797,24.337721,9.129999,8.241484642,1.183003,0.005878,34.4797,24.337721,9.129999,8.241484642,3.518092105,0.55997384,43.36073197,63.53997377,30.65077236,44.92357724,324.5471545,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-1.568179191,4.646189467,-0.014685271,-1.627514458,-0.247405699,824.8552756,460.6638518,364.1914238,0.441521603,686.9284279,-0.204829762,-1.103990162,973.4772624,865.9019377,254.1312992,215.9114859,22.15512557,41551.0461798503,0.002059246642893,237
28.5,0,130.5,0,0.008583691,0.031759657,0.172532189,0.208982136,0.172537218,10,37,201,243.4641888,201.0058593,69,69,1164,7.059617628,580,0.03,0.000416667,0.817,1.238297236,0.007083646,34.54166665,24.72890135,9.468592333,8.244943472,1.201046,0.006482,34.475462,24.587267,9.168291,8.24200058,1.201046,0.006482,34.475462,24.587267,9.168291,8.24200058,3.521230503,0.55397559,43.87990476,64.5491628,30.72141753,44.65979381,330.9845361,central Indo-Pacific,central Indo-Pacific,1,1,Indo-Pacific,-1.387535099,4.642879843,-0.017877097,-1.537395082,-0.056665671,813.8555374,454.5207356,359.3348018,0.441521603,650.0688537,-0.158418826,-1.143046015,920.5358112,844.3916943,255.806774,194.4012425,23.83060041,40268.8193191549,0.002038172781464,232
27.5,1,-176.5,1,0.009478673,0.104265403,0.241706161,0.295730471,0.245684013,2,22,51,62.39912941,51.83932667,12,12,210,5.347107531,138,0.02,0.001041667,0.987,0.641200903,0.000523528,35.3324706,24.50971562,8.337173924,8.252557543,0.637498,0.000507,35.277579,24.202675,7.74,8.247387886,0.637498,0.000507,35.277579,24.202675,7.74,8.247387886,3.462019231,0.623844902,55.58363636,98.33811476,32.78119048,32.84761905,623.9714286,Hawaiian,central Pacific,1,1,Indo-Pacific,-3.90979984,2.844871808,-0.360293428,-1.53130422,-0.94645459,417.6609045,377.4200205,40.24088397,0.096348218,189.7668742,2.767819429,1.173867862,147.6008706,162.7713186,35.76904316,49.72950089,-4.574639205,10396.4869080108,0.000563552120112,91
27.5,1,-175.5,0,0.011583012,0.096525097,0.22007722,0.281749802,0.23144828,3,25,57,72.97319876,59.9451046,0,0,258,5.552959585,162,0.09,0.042569444,0.983,0.644181215,0.000531424,35.32050495,24.44224448,8.266074771,8.247188992,0.641247,0.000502,35.27535,24.13349,7.859999,8.24240303,0.641247,0.000502,35.27535,24.13349,7.859999,8.24240303,3.47734375,0.63525522,55.03220472,95.88675396,32.66988372,47.48062016,657.2945736,Hawaiian,central Pacific,1,0,Indo-Pacific,-3.899196166,2.904311815,-0.456066124,-1.577188881,-0.996585647,376.0650553,376.0650553,-6.82121E-13,-1.81384E-15,258,2.536994109,,185.0268012,48.04004472,-6.442756587,48.04004472,-6.442756587,12225.6411567252,0.000648971475472,105
27.5,1,-93.5,0,0.001140251,0.02622577,0.047890536,0.065650975,0.051800321,1,23,42,57.57590497,45.42888111,16,16,876,6.775366091,518,0.03,0,0.476,0.481520549,0.000876576,35.97948216,25.65218021,10.99711241,8.121029324,0.4258,0.000542,35.66251,25.348593,10.345074,8.114069939,0.4258,0.000542,35.66251,25.348593,10.345074,8.114069939,3.620274914,0.554860987,64.49400352,111.2933602,36.4514726,132.2442922,934.3401826,Caribbean,western Atlantic,1,1,Atlantic,-3.650034175,2.681217122,-3.492787549,-2.057683467,0.528818357,628.6798222,549.2427514,79.43707087,0.126355369,765.3126968,-2.782148861,,818.424095,524.1422577,56.2864318,373.4198341,2.494855308,32701.1655714877,0.001671632815319,162
27.5,1,-78.5,1,0.001962709,0.028459274,0.060843965,0.087115105,0.068661549,2,29,62,88.77029157,69.96611845,25,25,1018,6.925595197,553,0.15,0.214722222,0.5,0.761994028,0.002582986,36.27676305,26.42579271,7.371806215,8.207480537,0.615424,0.001637,36.129531,26.066254,6.668339,8.206122398,0.615424,0.001637,36.129531,26.066254,6.668339,8.206122398,3.605511811,0.559974983,61.11737879,108.498636,34.75069745,91.5,784.2642436,Caribbean,western Atlantic,1,1,Atlantic,-2.951575953,1.481388724,-1.177223695,-0.049671528,-0.068744486,799.3841843,647.278521,152.1056633,0.19027855,824.2964363,-2.422832573,-2.083437565,929.2297084,729.4757974,131.062679,493.9720105,47.01334072,36233.9434358951,0.001915732622688,189
27.5,1,-77.5,0,0.002061856,0.029896907,0.060824742,0.086783467,0.068779006,2,29,59,84.17996257,66.71563547,25,25,969,6.876264612,535,0.05,0.030625,0.621,0.583644931,0.001486229,36.3868049,26.10463192,7.516511681,8.206694916,0.498218,0.00082,36.306787,25.906084,7.360001,8.205942154,0.498218,0.00082,36.306787,25.906084,7.360001,8.205942154,3.608376422,0.569386316,62.81562566,110.6642125,35.1626935,91.0629515,818.8132095,Caribbean,western Atlantic,1,1,Atlantic,-3.596497711,1.541296463,-1.421431398,-0.301774774,-0.024107191,679.6306028,550.3114773,129.3191255,0.19027855,784.6200853,-2.37948861,-2.512412943,884.8200374,580.1421955,111.6146968,344.6384086,27.56535849,35261.0203549103,0.001915707692696,184
27.5,1,33.5,1,0.006666667,0.055,0.18,0.24376014,0.196206577,4,33,108,146.2560843,117.7239463,61,61,599,6.395261598,355,0.4,0.143472222,0.078,1.070122719,0.003693,38.97711354,25.05143735,7.764329825,8.224010267,1.018978,0.00335,38.801391,24.266884,7.33,8.215976715,1.018978,0.00335,38.801391,24.266884,7.33,8.215976715,3.543959732,0.587007333,65.93437919,120.6081607,34.41954925,27.03338898,423.7378965,north western Indian,western Indian,1,1,Indo-Pacific,-3.70354456,4.122031909,-1.547438947,1.951731772,-0.786092053,1161.596797,694.0557841,467.541013,0.402498538,357.9033755,0.505676255,2.410177941,452.7439157,1061.037088,210.5843323,486.4078483,5.503946954,24563.7622952149,0.001731607670176,164
27.5,1,34.5,0,0.008298755,0.052558783,0.206085754,0.270189379,0.220274325,6,38,149,195.346921,159.2583372,61,61,722,6.582025139,401,0.14,0.032638889,0.062,0.98767265,0.003197547,38.78098698,25.85510863,8.385280277,8.213867188,0.955098,0.002747,38.714791,25.329872,7.728483,8.204169273,0.955098,0.002747,38.714791,25.329872,7.728483,8.204169273,3.52150838,0.58571063,61.17897079,113.112761,33.49926593,23.75761773,362.8088643,north western Indian,western Indian,1,1,Indo-Pacific,-3.556063836,3.477623979,-1.885777532,1.841011656,0.145057896,1234.40799,737.5605783,496.8474118,0.402498538,431.3960553,0.949908323,2.935215914,526.653079,1102.596995,224.4989447,527.967755,19.41855934,27432.2977963136,0.001944265230515,185
27.5,1,35.5,1,0.007905138,0.054018445,0.20685112,0.265559906,0.219809152,6,41,157,201.559969,166.8351464,61,61,758,6.630683386,409,0.33,0.100277778,0.052,0.975555788,0.002747565,38.67769139,26.37144144,8.772098447,8.202705629,0.954534,0.002561,38.564192,26.115133,8.536446,8.191319466,0.954534,0.002561,38.564192,26.115133,8.536446,8.191319466,3.504672897,0.580931581,58.03634794,109.5545878,32.66058047,23.64248021,348.4604222,north western Indian,western Indian,1,1,Indo-Pacific,-3.3302227,3.235261539,-2.228129427,1.67228196,0.958667955,1271.682544,759.8321785,511.8503651,0.402498538,452.9061079,0.9254629,2.956649925,556.440031,1116.501319,232.6279361,541.8720794,27.54755075,28359.5476318656,0.001918020804115,187
27.5,1,49.5,1,0.00753012,0.055722892,0.19126506,0.248018698,0.201658388,5,37,127,164.6844157,133.9011696,42,42,663,6.49677499,383,0.1,0.509652778,0.039,1.201365571,0.004796622,37.56612985,26.25476676,16.72676895,8.134999778,1.126521,0.004366,36.509091,25.92662,15.879997,8.134970665,1.126521,0.004366,36.509091,25.92662,15.879997,8.134970665,3.52269289,0.584933898,60.34569697,113.4316349,33.32571644,23.07993967,305.4524887,north western Indian,western Indian,1,1,Indo-Pacific,-2.655805752,6.523086304,-4.126071011,-1.7399227,3.918685762,894.0107297,627.1141693,266.8965605,0.298538431,465.0690203,0.713215684,2.700171333,498.3155843,774.9146362,137.273519,379.2682743,-3.929369304,26103.3337898088,0.001938840799081,178
